,article_id,published,type
761,679764.0,2015-02-04,news
762,680587.0,2015-02-15,news
763,705052.0,2015-11-30,newswire
764,718937.0,2016-05-10,newswire
765,722303.0,2016-06-20,news
766,727478.0,2016-08-18,newswire
767,728081.0,2016-08-25,newswire
768,728503.0,2016-08-30,newswire
769,406342.0,2012-03-16,news
770,417718.0,2012-04-27,news
771,683251.0,2015-03-18,news
772,698508.0,2015-09-17,news
773,713306.0,2016-03-07,news
774,724718.0,2016-07-15,news
775,726332.0,2016-08-05,newswire
776,727159.0,2016-08-15,newswire
777,727509.0,2016-08-18,newswire
778,728281.0,2016-08-27,newswire
779,569910.0,2013-08-22,news
780,576008.0,2013-09-04,news
781,639767.0,2014-02-12,news
782,663784.0,2014-07-15,news
783,686121.0,2015-04-23,news
784,715105.0,2016-03-25,news
785,717663.0,2016-07-01,news
786,727140.0,2016-08-15,newswire
787,727500.0,2016-08-18,newswire
788,728098.0,2016-08-25,news
789,444869.0,2012-08-03,news
790,495303.0,2013-01-03,news
791,546662.0,2013-05-29,news
792,624884.0,2014-01-09,news
793,653238.0,2014-03-20,news
794,655982.0,2014-04-16,news
795,702222.0,2015-10-31,news
796,714791.0,2016-03-22,news
797,715358.0,2016-03-31,news
798,724711.0,2016-07-19,news
799,725982.0,2016-08-01,newswire
800,728415.0,2016-08-29,newswire
801,404301.0,2012-03-09,news
802,527944.0,2013-04-02,news
803,653734.0,2014-03-25,news
804,688700.0,2015-05-22,news
805,725619.0,2016-07-30,news
806,726550.0,2016-08-08,newswire
807,726705.0,2016-08-10,newswire
808,726637.0,2016-08-09,newswire
809,727389.0,2016-08-17,newswire
810,727570.0,2016-08-19,newswire
811,728548.0,2016-08-30,newswire
812,387691.0,2012-02-17,news
813,453465.0,2012-08-31,news
814,618565.0,2013-12-22,news
815,686500.0,2015-04-28,news
816,692583.0,2015-07-11,news
817,716209.0,2016-04-11,news
818,721477.0,2016-07-02,news
819,723826.0,2016-07-04,news
820,724638.0,2016-07-15,news
821,725091.0,2016-07-22,news
822,725233.0,2016-07-30,news
823,725668.0,2016-07-27,newswire
824,726096.0,2016-08-03,newswire
825,726399.0,2016-08-06,newswire
826,726557.0,2016-08-08,newswire
827,726628.0,2016-08-09,newswire
828,277830.0,2012-01-13,news
829,663874.0,2014-07-16,news
830,722031.0,2016-06-14,news
831,723559.0,2016-07-04,news
832,728475.0,2016-08-30,newswire
833,663494.0,2014-07-11,news
834,665172.0,2014-08-24,news
835,686091.0,2015-04-22,news
836,717320.0,2016-04-22,news
837,725198.0,2016-07-21,news
838,726161.0,2016-08-03,newswire
839,726625.0,2016-08-09,newswire
840,527980.0,2013-04-04,news
841,574027.0,2013-08-29,news
842,681414.0,2015-02-26,blog
843,724671.0,2016-07-20,news
844,725220.0,2016-07-27,news
